# Class blue_S1 green_S1 red_S1 nir_S1 swir_1_S1 swir_2_S1 red_edge_1_S1 red_edge_2_S1 red_edge_3_S1 bcdev_S1 edev_S1 sdev_S1 NDVI_S1 LAI_S1 MNDWI_S1 rain_S1 blue_S2 green_S2 red_S2 nir_S2 swir_1_S2 swir_2_S2 red_edge_1_S2 red_edge_2_S2 red_edge_3_S2 bcdev_S2 edev_S2 sdev_S2 NDVI_S2 LAI_S2 MNDWI_S2 rain_S2 slope
1.000000 0.051800 0.084900 0.107500 0.265300 0.311250 0.221450 0.158100 0.227450 0.257500 2.403590 2.015481 4.874365 0.415496 0.795213 -0.567724 366.154602 0.063950 0.097100 0.149600 0.239300 0.402150 0.326650 0.181350 0.209250 0.227750 2.642174 2.242527 7.459085 0.229728 0.361918 -0.607740 192.904099 3.173239
1.000000 0.056800 0.094250 0.120800 0.253400 0.294300 0.227000 0.162650 0.228750 0.252550 2.487704 2.067197 4.534424 0.357217 0.680063 -0.514654 386.187744 0.067350 0.103350 0.153750 0.234750 0.359850 0.302150 0.184000 0.210550 0.227650 3.109957 2.717698 7.513463 0.205923 0.323020 -0.545678 225.357452 4.714045
0.000000 0.058900 0.095500 0.150300 0.290400 0.356600 0.274600 0.193600 0.255000 0.281000 2.979118 2.556611 7.676589 0.315863 0.598702 -0.577483 251.367630 0.060600 0.098400 0.169000 0.279200 0.390900 0.314400 0.207200 0.242300 0.263500 3.019852 2.487724 7.073674 0.244611 0.420949 -0.599196 116.490387 2.429563
1.000000 0.167150 0.236400 0.287650 0.413750 0.496400 0.418000 0.346850 0.391900 0.414550 3.330096 2.428950 7.116912 0.176306 0.473967 -0.352017 241.057678 0.203750 0.281800 0.355200 0.454400 0.558400 0.498150 0.403650 0.425450 0.445100 3.934654 2.820431 8.191137 0.123463 0.323044 -0.326356 112.912384 1.666667
0.000000 0.096550 0.139000 0.152700 0.325150 0.315850 0.236650 0.214350 0.293050 0.319900 2.810862 2.184413 5.765290 0.365758 0.925419 -0.390351 228.935425 0.137800 0.177850 0.213050 0.330350 0.410550 0.343200 0.258250 0.293750 0.315500 3.094936 2.401569 7.230923 0.216138 0.556390 -0.395191 111.706726 1.317616
0.000000 0.086200 0.121550 0.134400 0.314800 0.301900 0.214950 0.188100 0.275300 0.307100 2.923743 2.382858 6.244902 0.398304 0.963877 -0.426835 231.056961 0.126000 0.166250 0.198000 0.331100 0.390650 0.312900 0.243750 0.292350 0.318300 2.735106 2.061434 6.852035 0.256633 0.659764 -0.404431 112.184464 2.500000
0.000000 0.069800 0.107100 0.135750 0.300850 0.338950 0.224050 0.185200 0.255200 0.285850 1.930845 1.507773 4.743903 0.377565 0.819417 -0.517943 245.541321 0.082600 0.121450 0.167200 0.248050 0.393000 0.325500 0.195700 0.216600 0.233950 2.399451 1.981345 7.165606 0.202143 0.348762 -0.529630 115.657761 2.635231
1.000000 0.149150 0.225500 0.286350 0.423300 0.473900 0.409100 0.340750 0.397700 0.420250 3.684684 2.693717 7.162824 0.193374 0.494719 -0.354001 249.185913 0.182450 0.268100 0.355400 0.445550 0.520900 0.478450 0.399250 0.418250 0.433700 3.921561 2.814338 8.202503 0.112885 0.251813 -0.323492 116.725922 1.767767
0.000000 0.065450 0.100600 0.111750 0.293650 0.281650 0.197700 0.161050 0.252000 0.283650 2.747714 2.252694 6.357087 0.447902 1.005592 -0.473355 243.028687 0.088850 0.124800 0.157500 0.269400 0.353800 0.282850 0.195450 0.231250 0.253200 2.664321 2.177831 6.447529 0.262330 0.531287 -0.478434 114.813721 3.726780
0.000000 0.103100 0.144150 0.166150 0.329000 0.339500 0.262850 0.214850 0.290800 0.318800 3.353309 2.709761 7.504910 0.331517 0.830543 -0.402094 239.819733 0.131850 0.177900 0.216800 0.343300 0.418750 0.345450 0.264400 0.304200 0.326800 2.788995 2.043050 6.809505 0.224154 0.556915 -0.403534 114.157280 5.559027
