"T","X","Y","datasets","days"
"2019--P1Y", +0190, +0092,    2,    2
"2019--P1Y", +0190, +0093,    2,    2
"2019--P1Y", +0190, +0094,    2,    2
"2019--P1Y", +0190, +0095,    2,    2
"2019--P1Y", +0190, +0096,    2,    2
"2019--P1Y", +0190, +0097,    2,    2
"2019--P1Y", +0190, +0098,    2,    2
"2019--P1Y", +0190, +0099,    2,    2
"2019--P1Y", +0190, +0100,    2,    2
"2019--P1Y", +0190, +0101,    2,    2
"2019--P1Y", +0190, +0102,    2,    2
"2019--P1Y", +0190, +0103,    2,    2
"2019--P1Y", +0190, +0104,    2,    2
"2019--P1Y", +0190, +0105,    2,    2
"2019--P1Y", +0190, +0106,    2,    2
"2019--P1Y", +0190, +0107,    2,    2
"2019--P1Y", +0190, +0108,    2,    2
"2019--P1Y", +0190, +0109,    2,    2
"2019--P1Y", +0190, +0110,    2,    2
"2019--P1Y", +0190, +0111,    2,    2
"2019--P1Y", +0190, +0112,    2,    2
"2019--P1Y", +0190, +0113,    2,    2
"2019--P1Y", +0190, +0114,    2,    2
"2019--P1Y", +0190, +0115,    2,    2
"2019--P1Y", +0190, +0116,    2,    2
"2019--P1Y", +0190, +0117,    2,    2
"2019--P1Y", +0190, +0118,    2,    2
"2019--P1Y", +0190, +0119,    2,    2
"2019--P1Y", +0190, +0120,    2,    2
"2019--P1Y", +0190, +0121,    2,    2
"2019--P1Y", +0190, +0122,    2,    2
"2019--P1Y", +0190, +0123,    2,    2
"2019--P1Y", +0190, +0124,    2,    2
"2019--P1Y", +0191, +0048,    2,    2
"2019--P1Y", +0191, +0051,    2,    2
"2019--P1Y", +0191, +0052,    2,    2
"2019--P1Y", +0191, +0053,    2,    2
"2019--P1Y", +0191, +0054,    2,    2
"2019--P1Y", +0191, +0055,    2,    2
"2019--P1Y", +0191, +0056,    2,    2
"2019--P1Y", +0191, +0057,    2,    2
"2019--P1Y", +0191, +0058,    2,    2
"2019--P1Y", +0191, +0059,    2,    2
"2019--P1Y", +0191, +0060,    2,    2
"2019--P1Y", +0191, +0061,    2,    2
"2019--P1Y", +0191, +0067,    2,    2
"2019--P1Y", +0191, +0068,    2,    2
"2019--P1Y", +0191, +0069,    2,    2
"2019--P1Y", +0191, +0070,    2,    2
"2019--P1Y", +0191, +0071,    2,    2
"2019--P1Y", +0191, +0072,    2,    2
"2019--P1Y", +0191, +0073,    2,    2
"2019--P1Y", +0191, +0074,    2,    2
"2019--P1Y", +0191, +0075,    2,    2
"2019--P1Y", +0191, +0076,    2,    2
"2019--P1Y", +0191, +0077,    2,    2
"2019--P1Y", +0191, +0078,    2,    2
"2019--P1Y", +0191, +0079,    2,    2
"2019--P1Y", +0191, +0080,    2,    2
"2019--P1Y", +0191, +0081,    2,    2
"2019--P1Y", +0191, +0082,    2,    2
"2019--P1Y", +0191, +0083,    2,    2
"2019--P1Y", +0191, +0084,    2,    2
"2019--P1Y", +0191, +0085,    2,    2
"2019--P1Y", +0191, +0086,    2,    2
"2019--P1Y", +0191, +0087,    2,    2
"2019--P1Y", +0191, +0088,    2,    2
"2019--P1Y", +0191, +0089,    2,    2
"2019--P1Y", +0191, +0090,    2,    2
"2019--P1Y", +0191, +0091,    2,    2
"2019--P1Y", +0191, +0092,    2,    2
"2019--P1Y", +0191, +0093,    2,    2
"2019--P1Y", +0191, +0094,    2,    2
"2019--P1Y", +0191, +0095,    2,    2
"2019--P1Y", +0191, +0096,    2,    2
"2019--P1Y", +0191, +0097,    2,    2
"2019--P1Y", +0191, +0098,    2,    2
"2019--P1Y", +0191, +0099,    2,    2
"2019--P1Y", +0191, +0100,    2,    2
"2019--P1Y", +0191, +0101,    2,    2
"2019--P1Y", +0191, +0102,    2,    2
"2019--P1Y", +0191, +0103,    2,    2
"2019--P1Y", +0191, +0104,    2,    2
"2019--P1Y", +0191, +0105,    2,    2
"2019--P1Y", +0191, +0106,    2,    2
"2019--P1Y", +0191, +0107,    2,    2
"2019--P1Y", +0191, +0108,    2,    2
"2019--P1Y", +0191, +0109,    2,    2
"2019--P1Y", +0191, +0110,    2,    2
"2019--P1Y", +0191, +0111,    2,    2
"2019--P1Y", +0191, +0112,    2,    2
"2019--P1Y", +0191, +0113,    2,    2
"2019--P1Y", +0191, +0114,    2,    2
"2019--P1Y", +0191, +0115,    2,    2
"2019--P1Y", +0191, +0116,    2,    2
"2019--P1Y", +0191, +0117,    2,    2
"2019--P1Y", +0191, +0118,    2,    2
"2019--P1Y", +0191, +0119,    2,    2
"2019--P1Y", +0191, +0120,    2,    2
"2019--P1Y", +0191, +0121,    2,    2
"2019--P1Y", +0191, +0122,    2,    2
"2019--P1Y", +0191, +0123,    2,    2
"2019--P1Y", +0191, +0124,    2,    2
"2019--P1Y", +0192, +0047,    2,    2
"2019--P1Y", +0192, +0048,    2,    2
"2019--P1Y", +0192, +0049,    2,    2
"2019--P1Y", +0192, +0050,    2,    2
"2019--P1Y", +0192, +0051,    2,    2
"2019--P1Y", +0192, +0052,    2,    2
"2019--P1Y", +0192, +0053,    2,    2
"2019--P1Y", +0192, +0054,    2,    2
"2019--P1Y", +0192, +0055,    2,    2
"2019--P1Y", +0192, +0056,    2,    2
"2019--P1Y", +0192, +0057,    2,    2
"2019--P1Y", +0192, +0058,    2,    2
"2019--P1Y", +0192, +0059,    2,    2
"2019--P1Y", +0192, +0060,    2,    2
"2019--P1Y", +0192, +0061,    2,    2
"2019--P1Y", +0192, +0062,    2,    2
"2019--P1Y", +0192, +0063,    2,    2
"2019--P1Y", +0192, +0064,    2,    2
"2019--P1Y", +0192, +0065,    2,    2
"2019--P1Y", +0192, +0066,    2,    2
"2019--P1Y", +0192, +0067,    2,    2
"2019--P1Y", +0192, +0068,    2,    2
"2019--P1Y", +0192, +0069,    2,    2
"2019--P1Y", +0192, +0070,    2,    2
"2019--P1Y", +0192, +0071,    2,    2
"2019--P1Y", +0192, +0072,    2,    2
"2019--P1Y", +0192, +0073,    2,    2
"2019--P1Y", +0192, +0074,    2,    2
"2019--P1Y", +0192, +0075,    2,    2
"2019--P1Y", +0192, +0076,    2,    2
"2019--P1Y", +0192, +0077,    2,    2
"2019--P1Y", +0192, +0078,    2,    2
"2019--P1Y", +0192, +0079,    2,    2
"2019--P1Y", +0192, +0080,    2,    2
"2019--P1Y", +0192, +0081,    2,    2
"2019--P1Y", +0192, +0082,    2,    2
"2019--P1Y", +0192, +0083,    2,    2
"2019--P1Y", +0192, +0084,    2,    2
"2019--P1Y", +0192, +0085,    2,    2
"2019--P1Y", +0192, +0086,    2,    2
"2019--P1Y", +0192, +0087,    2,    2
"2019--P1Y", +0192, +0088,    2,    2
"2019--P1Y", +0192, +0089,    2,    2
"2019--P1Y", +0192, +0090,    2,    2
"2019--P1Y", +0192, +0091,    2,    2
"2019--P1Y", +0192, +0092,    2,    2
"2019--P1Y", +0192, +0093,    2,    2
"2019--P1Y", +0192, +0094,    2,    2
"2019--P1Y", +0192, +0095,    2,    2
"2019--P1Y", +0192, +0096,    2,    2
"2019--P1Y", +0192, +0097,    2,    2
"2019--P1Y", +0192, +0098,    2,    2
"2019--P1Y", +0192, +0099,    2,    2
"2019--P1Y", +0192, +0100,    2,    2
"2019--P1Y", +0192, +0101,    2,    2
"2019--P1Y", +0192, +0102,    2,    2
"2019--P1Y", +0192, +0103,    2,    2
"2019--P1Y", +0192, +0104,    2,    2
"2019--P1Y", +0192, +0105,    2,    2
"2019--P1Y", +0192, +0106,    2,    2
"2019--P1Y", +0192, +0107,    2,    2
"2019--P1Y", +0192, +0108,    2,    2
"2019--P1Y", +0192, +0109,    2,    2
"2019--P1Y", +0192, +0110,    2,    2
"2019--P1Y", +0192, +0111,    2,    2
"2019--P1Y", +0192, +0112,    2,    2
"2019--P1Y", +0192, +0113,    2,    2
"2019--P1Y", +0192, +0114,    2,    2
"2019--P1Y", +0192, +0115,    2,    2
"2019--P1Y", +0192, +0116,    2,    2
"2019--P1Y", +0192, +0117,    2,    2
"2019--P1Y", +0192, +0118,    2,    2
"2019--P1Y", +0192, +0119,    2,    2
"2019--P1Y", +0192, +0120,    2,    2
"2019--P1Y", +0192, +0121,    2,    2
"2019--P1Y", +0192, +0122,    2,    2
"2019--P1Y", +0192, +0123,    2,    2
"2019--P1Y", +0192, +0124,    2,    2
"2019--P1Y", +0193, +0041,    2,    2
"2019--P1Y", +0193, +0042,    2,    2
"2019--P1Y", +0193, +0043,    2,    2
"2019--P1Y", +0193, +0044,    2,    2
"2019--P1Y", +0193, +0045,    2,    2
"2019--P1Y", +0193, +0046,    2,    2
"2019--P1Y", +0193, +0047,    2,    2
"2019--P1Y", +0193, +0048,    2,    2
"2019--P1Y", +0193, +0049,    2,    2
"2019--P1Y", +0193, +0050,    2,    2
"2019--P1Y", +0193, +0051,    2,    2
"2019--P1Y", +0193, +0052,    2,    2
"2019--P1Y", +0193, +0053,    2,    2
"2019--P1Y", +0193, +0054,    2,    2
"2019--P1Y", +0193, +0055,    2,    2
"2019--P1Y", +0193, +0056,    2,    2
"2019--P1Y", +0193, +0057,    2,    2
"2019--P1Y", +0193, +0058,    2,    2
"2019--P1Y", +0193, +0059,    2,    2
"2019--P1Y", +0193, +0060,    2,    2
"2019--P1Y", +0193, +0061,    2,    2
"2019--P1Y", +0193, +0062,    2,    2
"2019--P1Y", +0193, +0063,    2,    2
"2019--P1Y", +0193, +0064,    2,    2
"2019--P1Y", +0193, +0065,    2,    2
"2019--P1Y", +0193, +0066,    2,    2
"2019--P1Y", +0193, +0067,    2,    2
"2019--P1Y", +0193, +0068,    2,    2
"2019--P1Y", +0193, +0069,    2,    2
"2019--P1Y", +0193, +0070,    2,    2
"2019--P1Y", +0193, +0071,    2,    2
"2019--P1Y", +0193, +0072,    2,    2
"2019--P1Y", +0193, +0073,    2,    2
"2019--P1Y", +0193, +0074,    2,    2
"2019--P1Y", +0193, +0075,    2,    2
"2019--P1Y", +0193, +0076,    2,    2
"2019--P1Y", +0193, +0077,    2,    2
"2019--P1Y", +0193, +0078,    2,    2
"2019--P1Y", +0193, +0079,    2,    2
"2019--P1Y", +0193, +0080,    2,    2
"2019--P1Y", +0193, +0081,    2,    2
"2019--P1Y", +0193, +0082,    2,    2
"2019--P1Y", +0193, +0083,    2,    2
"2019--P1Y", +0193, +0084,    2,    2
"2019--P1Y", +0193, +0085,    2,    2
"2019--P1Y", +0193, +0086,    2,    2
"2019--P1Y", +0193, +0087,    2,    2
"2019--P1Y", +0193, +0088,    2,    2
"2019--P1Y", +0193, +0089,    2,    2
"2019--P1Y", +0193, +0090,    2,    2
"2019--P1Y", +0193, +0091,    2,    2
"2019--P1Y", +0193, +0092,    2,    2
"2019--P1Y", +0193, +0093,    2,    2
"2019--P1Y", +0193, +0094,    2,    2
"2019--P1Y", +0193, +0095,    2,    2
"2019--P1Y", +0193, +0096,    2,    2
"2019--P1Y", +0193, +0097,    2,    2
"2019--P1Y", +0193, +0098,    2,    2
"2019--P1Y", +0193, +0099,    2,    2
"2019--P1Y", +0193, +0100,    2,    2
"2019--P1Y", +0193, +0101,    2,    2
"2019--P1Y", +0193, +0102,    2,    2
"2019--P1Y", +0193, +0103,    2,    2
"2019--P1Y", +0193, +0104,    2,    2
"2019--P1Y", +0193, +0105,    2,    2
"2019--P1Y", +0193, +0106,    2,    2
"2019--P1Y", +0193, +0107,    2,    2
"2019--P1Y", +0193, +0108,    2,    2
"2019--P1Y", +0193, +0109,    2,    2
"2019--P1Y", +0193, +0110,    2,    2
"2019--P1Y", +0193, +0111,    2,    2
"2019--P1Y", +0193, +0112,    2,    2
"2019--P1Y", +0193, +0113,    2,    2
"2019--P1Y", +0193, +0114,    2,    2
"2019--P1Y", +0193, +0115,    2,    2
"2019--P1Y", +0193, +0116,    2,    2
"2019--P1Y", +0193, +0117,    2,    2
"2019--P1Y", +0193, +0118,    2,    2
"2019--P1Y", +0193, +0119,    2,    2
"2019--P1Y", +0193, +0120,    2,    2
"2019--P1Y", +0193, +0121,    2,    2
"2019--P1Y", +0193, +0122,    2,    2
"2019--P1Y", +0193, +0123,    2,    2
"2019--P1Y", +0193, +0124,    2,    2
"2019--P1Y", +0194, +0038,    2,    2
"2019--P1Y", +0194, +0039,    2,    2
"2019--P1Y", +0194, +0041,    2,    2
"2019--P1Y", +0194, +0042,    2,    2
"2019--P1Y", +0194, +0043,    2,    2
"2019--P1Y", +0194, +0044,    2,    2
"2019--P1Y", +0194, +0045,    2,    2
"2019--P1Y", +0194, +0046,    2,    2
"2019--P1Y", +0194, +0047,    2,    2
"2019--P1Y", +0194, +0048,    2,    2
"2019--P1Y", +0194, +0049,    2,    2
"2019--P1Y", +0194, +0050,    2,    2
"2019--P1Y", +0194, +0051,    2,    2
"2019--P1Y", +0194, +0052,    2,    2
"2019--P1Y", +0194, +0053,    2,    2
"2019--P1Y", +0194, +0054,    2,    2
"2019--P1Y", +0194, +0055,    2,    2
"2019--P1Y", +0194, +0056,    2,    2
"2019--P1Y", +0194, +0057,    2,    2
"2019--P1Y", +0194, +0058,    2,    2
"2019--P1Y", +0194, +0059,    2,    2
"2019--P1Y", +0194, +0060,    2,    2
"2019--P1Y", +0194, +0061,    2,    2
"2019--P1Y", +0194, +0062,    2,    2
"2019--P1Y", +0194, +0063,    2,    2
"2019--P1Y", +0194, +0064,    2,    2
"2019--P1Y", +0194, +0065,    2,    2
"2019--P1Y", +0194, +0066,    2,    2
"2019--P1Y", +0194, +0067,    2,    2
"2019--P1Y", +0194, +0068,    2,    2
"2019--P1Y", +0194, +0069,    2,    2
"2019--P1Y", +0194, +0070,    2,    2
"2019--P1Y", +0194, +0071,    2,    2
"2019--P1Y", +0194, +0072,    2,    2
"2019--P1Y", +0194, +0073,    2,    2
"2019--P1Y", +0194, +0074,    2,    2
"2019--P1Y", +0194, +0075,    2,    2
"2019--P1Y", +0194, +0076,    2,    2
"2019--P1Y", +0194, +0077,    2,    2
"2019--P1Y", +0194, +0078,    2,    2
"2019--P1Y", +0194, +0079,    2,    2
"2019--P1Y", +0194, +0080,    2,    2
"2019--P1Y", +0194, +0081,    2,    2
"2019--P1Y", +0194, +0082,    2,    2
"2019--P1Y", +0194, +0083,    2,    2
"2019--P1Y", +0194, +0084,    2,    2
"2019--P1Y", +0194, +0085,    2,    2
"2019--P1Y", +0194, +0086,    2,    2
"2019--P1Y", +0194, +0087,    2,    2
"2019--P1Y", +0194, +0088,    2,    2
"2019--P1Y", +0194, +0089,    2,    2
"2019--P1Y", +0194, +0090,    2,    2
"2019--P1Y", +0194, +0091,    2,    2
"2019--P1Y", +0194, +0092,    2,    2
"2019--P1Y", +0194, +0093,    2,    2
"2019--P1Y", +0194, +0094,    2,    2
"2019--P1Y", +0194, +0095,    2,    2
"2019--P1Y", +0194, +0096,    2,    2
"2019--P1Y", +0194, +0097,    2,    2
"2019--P1Y", +0194, +0098,    2,    2
"2019--P1Y", +0194, +0099,    2,    2
"2019--P1Y", +0194, +0100,    2,    2
"2019--P1Y", +0194, +0101,    2,    2
"2019--P1Y", +0194, +0102,    2,    2
"2019--P1Y", +0194, +0103,    2,    2
"2019--P1Y", +0194, +0104,    2,    2
"2019--P1Y", +0194, +0105,    2,    2
"2019--P1Y", +0194, +0106,    2,    2
"2019--P1Y", +0194, +0107,    2,    2
"2019--P1Y", +0194, +0108,    2,    2
"2019--P1Y", +0194, +0109,    2,    2
"2019--P1Y", +0194, +0110,    2,    2
"2019--P1Y", +0194, +0111,    2,    2
"2019--P1Y", +0194, +0112,    2,    2
"2019--P1Y", +0194, +0113,    2,    2
"2019--P1Y", +0194, +0114,    2,    2
"2019--P1Y", +0194, +0115,    2,    2
"2019--P1Y", +0194, +0116,    2,    2
"2019--P1Y", +0194, +0117,    2,    2
"2019--P1Y", +0194, +0118,    2,    2
"2019--P1Y", +0194, +0119,    2,    2
"2019--P1Y", +0194, +0120,    2,    2
"2019--P1Y", +0194, +0121,    2,    2
"2019--P1Y", +0195, +0038,    2,    2
"2019--P1Y", +0195, +0039,    2,    2
"2019--P1Y", +0195, +0040,    2,    2
"2019--P1Y", +0195, +0041,    2,    2
"2019--P1Y", +0195, +0042,    2,    2
"2019--P1Y", +0195, +0043,    2,    2
"2019--P1Y", +0195, +0044,    2,    2
"2019--P1Y", +0195, +0045,    2,    2
"2019--P1Y", +0195, +0046,    2,    2
"2019--P1Y", +0195, +0047,    2,    2
"2019--P1Y", +0195, +0048,    2,    2
"2019--P1Y", +0195, +0049,    2,    2
"2019--P1Y", +0195, +0050,    2,    2
"2019--P1Y", +0195, +0051,    2,    2
"2019--P1Y", +0195, +0052,    2,    2
"2019--P1Y", +0195, +0053,    2,    2
"2019--P1Y", +0195, +0054,    2,    2
"2019--P1Y", +0195, +0055,    2,    2
"2019--P1Y", +0195, +0056,    2,    2
"2019--P1Y", +0195, +0057,    2,    2
"2019--P1Y", +0195, +0058,    2,    2
"2019--P1Y", +0195, +0059,    2,    2
"2019--P1Y", +0195, +0060,    2,    2
"2019--P1Y", +0195, +0061,    2,    2
"2019--P1Y", +0195, +0062,    2,    2
"2019--P1Y", +0195, +0063,    2,    2
"2019--P1Y", +0195, +0064,    2,    2
"2019--P1Y", +0195, +0065,    2,    2
"2019--P1Y", +0195, +0066,    2,    2
"2019--P1Y", +0195, +0067,    2,    2
"2019--P1Y", +0195, +0068,    2,    2
"2019--P1Y", +0195, +0069,    2,    2
"2019--P1Y", +0195, +0070,    2,    2
"2019--P1Y", +0195, +0071,    2,    2
"2019--P1Y", +0195, +0072,    2,    2
"2019--P1Y", +0195, +0073,    2,    2
"2019--P1Y", +0195, +0074,    2,    2
"2019--P1Y", +0195, +0075,    2,    2
"2019--P1Y", +0195, +0076,    2,    2
"2019--P1Y", +0195, +0077,    2,    2
"2019--P1Y", +0195, +0078,    2,    2
"2019--P1Y", +0195, +0079,    2,    2
"2019--P1Y", +0195, +0080,    2,    2
"2019--P1Y", +0195, +0081,    2,    2
"2019--P1Y", +0195, +0082,    2,    2
"2019--P1Y", +0195, +0083,    2,    2
"2019--P1Y", +0195, +0084,    2,    2
"2019--P1Y", +0195, +0085,    2,    2
"2019--P1Y", +0195, +0086,    2,    2
"2019--P1Y", +0195, +0087,    2,    2
"2019--P1Y", +0195, +0088,    2,    2
"2019--P1Y", +0195, +0089,    2,    2
"2019--P1Y", +0195, +0090,    2,    2
"2019--P1Y", +0195, +0091,    2,    2
"2019--P1Y", +0195, +0092,    2,    2
"2019--P1Y", +0195, +0093,    2,    2
"2019--P1Y", +0195, +0094,    2,    2
"2019--P1Y", +0195, +0095,    2,    2
"2019--P1Y", +0195, +0096,    2,    2
"2019--P1Y", +0195, +0097,    2,    2
"2019--P1Y", +0195, +0098,    2,    2
"2019--P1Y", +0195, +0099,    2,    2
"2019--P1Y", +0195, +0100,    2,    2
"2019--P1Y", +0195, +0101,    2,    2
"2019--P1Y", +0195, +0102,    2,    2
"2019--P1Y", +0195, +0103,    2,    2
"2019--P1Y", +0195, +0104,    2,    2
"2019--P1Y", +0195, +0105,    2,    2
"2019--P1Y", +0195, +0106,    2,    2
"2019--P1Y", +0195, +0107,    2,    2
"2019--P1Y", +0195, +0108,    2,    2
"2019--P1Y", +0195, +0109,    2,    2
"2019--P1Y", +0195, +0110,    2,    2
"2019--P1Y", +0195, +0111,    2,    2
"2019--P1Y", +0195, +0112,    2,    2
"2019--P1Y", +0195, +0113,    2,    2
"2019--P1Y", +0195, +0114,    2,    2
"2019--P1Y", +0195, +0115,    2,    2
"2019--P1Y", +0195, +0116,    2,    2
"2019--P1Y", +0195, +0117,    2,    2
"2019--P1Y", +0195, +0118,    2,    2
"2019--P1Y", +0195, +0119,    2,    2
"2019--P1Y", +0195, +0120,    2,    2
"2019--P1Y", +0195, +0121,    2,    2
"2019--P1Y", +0196, +0034,    2,    2
"2019--P1Y", +0196, +0035,    2,    2
"2019--P1Y", +0196, +0036,    2,    2
"2019--P1Y", +0196, +0037,    2,    2
"2019--P1Y", +0196, +0038,    2,    2
"2019--P1Y", +0196, +0039,    2,    2
"2019--P1Y", +0196, +0040,    2,    2
"2019--P1Y", +0196, +0041,    2,    2
"2019--P1Y", +0196, +0042,    2,    2
"2019--P1Y", +0196, +0043,    2,    2
"2019--P1Y", +0196, +0044,    2,    2
"2019--P1Y", +0196, +0045,    2,    2
"2019--P1Y", +0196, +0046,    2,    2
"2019--P1Y", +0196, +0047,    2,    2
"2019--P1Y", +0196, +0048,    2,    2
"2019--P1Y", +0196, +0049,    2,    2
"2019--P1Y", +0196, +0050,    2,    2
"2019--P1Y", +0196, +0051,    2,    2
"2019--P1Y", +0196, +0052,    2,    2
"2019--P1Y", +0196, +0053,    2,    2
"2019--P1Y", +0196, +0054,    2,    2
"2019--P1Y", +0196, +0055,    2,    2
"2019--P1Y", +0196, +0056,    2,    2
"2019--P1Y", +0196, +0057,    2,    2
"2019--P1Y", +0196, +0058,    2,    2
"2019--P1Y", +0196, +0059,    2,    2
"2019--P1Y", +0196, +0060,    2,    2
"2019--P1Y", +0196, +0061,    2,    2
"2019--P1Y", +0196, +0062,    2,    2
"2019--P1Y", +0196, +0063,    2,    2
"2019--P1Y", +0196, +0064,    2,    2
"2019--P1Y", +0196, +0065,    2,    2
"2019--P1Y", +0196, +0066,    2,    2
"2019--P1Y", +0196, +0067,    2,    2
"2019--P1Y", +0196, +0068,    2,    2
"2019--P1Y", +0196, +0069,    2,    2
"2019--P1Y", +0196, +0070,    2,    2
"2019--P1Y", +0196, +0071,    2,    2
"2019--P1Y", +0196, +0072,    2,    2
"2019--P1Y", +0196, +0073,    2,    2
"2019--P1Y", +0196, +0074,    2,    2
"2019--P1Y", +0196, +0075,    2,    2
"2019--P1Y", +0196, +0076,    2,    2
"2019--P1Y", +0196, +0077,    2,    2
"2019--P1Y", +0196, +0078,    2,    2
"2019--P1Y", +0196, +0079,    2,    2
"2019--P1Y", +0196, +0080,    2,    2
"2019--P1Y", +0196, +0081,    2,    2
"2019--P1Y", +0196, +0082,    2,    2
"2019--P1Y", +0196, +0083,    2,    2
"2019--P1Y", +0196, +0084,    2,    2
"2019--P1Y", +0196, +0085,    2,    2
"2019--P1Y", +0196, +0086,    2,    2
"2019--P1Y", +0196, +0087,    2,    2
"2019--P1Y", +0196, +0088,    2,    2
"2019--P1Y", +0196, +0089,    2,    2
"2019--P1Y", +0196, +0090,    2,    2
"2019--P1Y", +0196, +0091,    2,    2
"2019--P1Y", +0196, +0092,    2,    2
"2019--P1Y", +0196, +0093,    2,    2
"2019--P1Y", +0196, +0094,    2,    2
"2019--P1Y", +0196, +0095,    2,    2
"2019--P1Y", +0196, +0096,    2,    2
"2019--P1Y", +0196, +0097,    2,    2
"2019--P1Y", +0196, +0098,    2,    2
"2019--P1Y", +0196, +0099,    2,    2
"2019--P1Y", +0196, +0100,    2,    2
"2019--P1Y", +0196, +0101,    2,    2
"2019--P1Y", +0196, +0102,    2,    2
"2019--P1Y", +0196, +0103,    2,    2
"2019--P1Y", +0196, +0104,    2,    2
"2019--P1Y", +0196, +0105,    2,    2
"2019--P1Y", +0196, +0106,    2,    2
"2019--P1Y", +0196, +0107,    2,    2
"2019--P1Y", +0196, +0108,    2,    2
"2019--P1Y", +0196, +0109,    2,    2
"2019--P1Y", +0196, +0110,    2,    2
"2019--P1Y", +0196, +0111,    2,    2
"2019--P1Y", +0196, +0112,    2,    2
"2019--P1Y", +0196, +0113,    2,    2
"2019--P1Y", +0196, +0114,    2,    2
"2019--P1Y", +0196, +0115,    2,    2
"2019--P1Y", +0196, +0116,    2,    2
"2019--P1Y", +0196, +0117,    2,    2
"2019--P1Y", +0196, +0118,    2,    2
"2019--P1Y", +0196, +0119,    2,    2
"2019--P1Y", +0196, +0120,    2,    2
"2019--P1Y", +0196, +0121,    2,    2
"2019--P1Y", +0197, +0033,    2,    2
"2019--P1Y", +0197, +0034,    2,    2
"2019--P1Y", +0197, +0035,    2,    2
"2019--P1Y", +0197, +0036,    2,    2
"2019--P1Y", +0197, +0037,    2,    2
"2019--P1Y", +0197, +0038,    2,    2
"2019--P1Y", +0197, +0039,    2,    2
"2019--P1Y", +0197, +0040,    2,    2
"2019--P1Y", +0197, +0041,    2,    2
"2019--P1Y", +0197, +0042,    2,    2
"2019--P1Y", +0197, +0043,    2,    2
"2019--P1Y", +0197, +0044,    2,    2
"2019--P1Y", +0197, +0045,    2,    2
"2019--P1Y", +0197, +0046,    2,    2
"2019--P1Y", +0197, +0047,    2,    2
"2019--P1Y", +0197, +0048,    2,    2
"2019--P1Y", +0197, +0049,    2,    2
"2019--P1Y", +0197, +0050,    2,    2
"2019--P1Y", +0197, +0051,    2,    2
"2019--P1Y", +0197, +0052,    2,    2
"2019--P1Y", +0197, +0053,    2,    2
"2019--P1Y", +0197, +0054,    2,    2
"2019--P1Y", +0197, +0055,    2,    2
"2019--P1Y", +0197, +0056,    2,    2
"2019--P1Y", +0197, +0057,    2,    2
"2019--P1Y", +0197, +0058,    2,    2
"2019--P1Y", +0197, +0059,    2,    2
"2019--P1Y", +0197, +0060,    2,    2
"2019--P1Y", +0197, +0061,    2,    2
"2019--P1Y", +0197, +0062,    2,    2
"2019--P1Y", +0197, +0063,    2,    2
"2019--P1Y", +0197, +0064,    2,    2
"2019--P1Y", +0197, +0065,    2,    2
"2019--P1Y", +0197, +0066,    2,    2
"2019--P1Y", +0197, +0067,    2,    2
"2019--P1Y", +0197, +0068,    2,    2
"2019--P1Y", +0197, +0069,    2,    2
"2019--P1Y", +0197, +0070,    2,    2
"2019--P1Y", +0197, +0071,    2,    2
"2019--P1Y", +0197, +0072,    2,    2
"2019--P1Y", +0197, +0073,    2,    2
"2019--P1Y", +0197, +0074,    2,    2
"2019--P1Y", +0197, +0075,    2,    2
"2019--P1Y", +0197, +0076,    2,    2
"2019--P1Y", +0197, +0077,    2,    2
"2019--P1Y", +0197, +0078,    2,    2
"2019--P1Y", +0197, +0079,    2,    2
"2019--P1Y", +0197, +0080,    2,    2
"2019--P1Y", +0197, +0081,    2,    2
"2019--P1Y", +0197, +0082,    2,    2
"2019--P1Y", +0197, +0083,    2,    2
"2019--P1Y", +0197, +0084,    2,    2
"2019--P1Y", +0197, +0085,    2,    2
"2019--P1Y", +0197, +0086,    2,    2
"2019--P1Y", +0197, +0087,    2,    2
"2019--P1Y", +0197, +0088,    2,    2
"2019--P1Y", +0197, +0089,    2,    2
"2019--P1Y", +0197, +0090,    2,    2
"2019--P1Y", +0197, +0091,    2,    2
"2019--P1Y", +0197, +0092,    2,    2
"2019--P1Y", +0197, +0093,    2,    2
"2019--P1Y", +0197, +0094,    2,    2
"2019--P1Y", +0197, +0095,    2,    2
"2019--P1Y", +0197, +0096,    2,    2
"2019--P1Y", +0197, +0097,    2,    2
"2019--P1Y", +0197, +0098,    2,    2
"2019--P1Y", +0197, +0099,    2,    2
"2019--P1Y", +0197, +0100,    2,    2
"2019--P1Y", +0197, +0101,    2,    2
"2019--P1Y", +0197, +0102,    2,    2
"2019--P1Y", +0197, +0103,    2,    2
"2019--P1Y", +0197, +0104,    2,    2
"2019--P1Y", +0197, +0105,    2,    2
"2019--P1Y", +0197, +0106,    2,    2
"2019--P1Y", +0197, +0107,    2,    2
"2019--P1Y", +0197, +0108,    2,    2
"2019--P1Y", +0197, +0109,    2,    2
"2019--P1Y", +0197, +0110,    2,    2
"2019--P1Y", +0197, +0111,    2,    2
"2019--P1Y", +0197, +0112,    2,    2
"2019--P1Y", +0197, +0113,    2,    2
"2019--P1Y", +0197, +0114,    2,    2
"2019--P1Y", +0197, +0115,    2,    2
"2019--P1Y", +0197, +0116,    2,    2
"2019--P1Y", +0197, +0117,    2,    2
"2019--P1Y", +0197, +0118,    2,    2
"2019--P1Y", +0197, +0119,    2,    2
"2019--P1Y", +0197, +0120,    2,    2
